SRR9063863	NONE	CBP	IFNg_LPS	peripheral blood	macrophages	GSM3768834	"61,911,666"	31346169	Primary human monocyte-derived macrophages	Santa Cruz sc-369	GPL11154	Illumina HiSeq 2000	2019-05-15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3768834
SRR9063864	NONE	CBP	IFNg	peripheral blood	macrophages	GSM3768835	"57,256,115"	31346169	Primary human monocyte-derived macrophages	Santa Cruz sc-369	GPL11154	Illumina HiSeq 2000	2019-05-15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3768835
SRR9063865	NONE	CBP	LPS	peripheral blood	macrophages	GSM3768836	"54,402,421"	31346169	Primary human monocyte-derived macrophages	Santa Cruz sc-369	GPL11154	Illumina HiSeq 2000	2019-05-15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3768836
SRR9063866	NONE	CBP	UT	peripheral blood	macrophages	GSM3768837	"66,549,594"	31346169	Primary human monocyte-derived macrophages	Santa Cruz sc-369	GPL11154	Illumina HiSeq 2000	2019-05-15	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3768837
